parallax,spect_type  ,vmag ,bv_color
5.22,G3:+...     ,7.48,0.762
1.45,B2Iape      ,6.87,0.157
2.18,G0          ,10.14,0.677
1.13,B8/B9IV/V   ,9.67,-0.018
3.37,A5V         ,8.46,0.134
3.3,K2III       ,7.92,1.221
3.65,B8IV        ,7.86,-0.045
1.63,B9IV        ,9.13,0.004
10.89,K1III       ,7.37,1.038
0.02,K0/K1III    ,9.53,1.235
23.09,G6V         ,8.78,0.747
2.89,K0/K1III:   ,8.78,1.221
6.73,F6/F7V      ,8.58,0.512
5.2,A0V         ,6.92,0.092
3.43,F5V         ,9.63,0.563
3.73,F3III/IV    ,7.9,0.41
5.75,G3V         ,9.44,0.651
19.94,K2V:        ,9.72,0.882
16.98,A4IV        ,4.92,0.14
7,F7V         ,9.02,0.557
5.35,F6/F7V      ,9.19,0.507
5.76,F2          ,10.19,0.759
3.03,B5V         ,7.44,-0.115
4.39,K0/K1III+.. ,6.96,0.721
8.88,F6V         ,9.2,0.532
3.85,K0IIICN...  ,8.06,1.134
6.88,M2IIIvar    ,5.05,1.484
5.01,F2V         ,9.01,0.452
8.85,G0          ,9.99,0.611
3.67,K0III       ,8.45,1.113
6.03,F5          ,9.91,0.689
-0.85,K           ,9.38,1.181
23,F5IV/V      ,6.71,0.424
5.86,B6IV        ,5.32,-0.047
4.24,F2          ,9.82,0.435
9.14,F5          ,9.95,0.606
3.09,K1/K2III    ,7.86,1.193
5.98,F3V         ,9.07,0.442
5.81,F2V         ,8.44,0.41
2.77,K1III       ,7.9,1.157
16.63,F8V         ,6.48,0.502
23.24,K7          ,11.13,1.29
3.79,G0V         ,9.45,0.636
1.03,G5Ib:       ,6.88,1.32
3.16,K1III       ,8.72,1.117
10.21,G5          ,10.34,0.797
7.89,G6IV/V      ,9.36,0.774
3.67,F5          ,9.95,0.413
1.61,G8III       ,8.53,1.005
3.24,K1III       ,8.34,1.072
8.41,A3V         ,8.2,0.19
1.43,K0III       ,8.86,0.934
3.99,G8/K0III+.. ,8.7,0.466
4.87,K1III       ,7.13,1.19
1.61,A1V         ,8.93,0.101
2.26,K1III:      ,8.68,1.288
10.58,F0          ,11.33,0.371
2.43,            ,10.36,0.429
2.68,G8III       ,8.39,1.01
3.51,F0IV        ,7.9,0.334
5.63,F5          ,10.24,0.565
2.8,F2V         ,9.98,0.385
20.49,G1/G2IV/V   ,7.78,0.641
14.97,A0V         ,4.83,0.029
7.32,A9V         ,8.26,0.288
2.88,M3III       ,7.78,1.389
8.29,F7V         ,9.11,0.546
3.95,G6III       ,7.37,0.891
-0.04,K2/K3III:   ,8.55,1.232
14.66,A1V         ,5.38,0.056
2.21,G5V         ,9.79,0.694
4.62,F0V         ,9.09,0.362
-0.4,F2          ,10.25,0.35
4.78,F0IV        ,9.35,0.463
3.94,F2/F3V      ,8.06,0.49
10.66,G3V         ,9.33,0.664
8.89,A3V         ,7.83,0.157
6.92,F5/F6V      ,9.44,0.521
5.14,M3e         ,7.97,1.833
14.37,G6V         ,9.46,0.693
10.89,G1Vw        ,9.02,0.587
0.36,F5          ,10.1,        
6.87,K1III       ,7.41,1.132
4.9,A1V         ,8.95,0.094
4.54,K2III       ,8.85,1.273
7.82,K1III       ,6.46,1.148
6.34,K0III       ,6.63,1.032
-3.34,F0          ,10.54,0.397
2.87,A0III       ,8.24,-0.101
5,B8V         ,7.24,-0.061
9.08,F0IV        ,7.17,0.328
1.76,K4III       ,7.39,1.468
3.87,A1V         ,7.83,0.112
6.43,F5          ,10.69,0.513
3.11,G5          ,9.95,0.552
2.69,G6/G8III/IV ,8.1,0.867
7.25,F8/G0V      ,8.5,0.593
13.28,M1          ,11.28,1.36
6.31,K2III       ,6.02,1.315
4.36,F5V         ,7.84,0.501
7.03,F2          ,10.14,0.33
20.99,G0/G1IV/V   ,8.04,0.517
4.43,G3/G5       ,10.14,0.692
19.34,F8/G0V      ,7.92,0.53
11.76,G5/G6III:   ,9.4,0.795
4.09,F2V         ,8.85,0.415
1.53,F2          ,10.53,0.309
4.89,F0IV/V      ,9.34,0.413
8.72,F5V         ,9.52,0.541
14.9,G2/G3V      ,8.75,0.576
39.48,            ,12.53,        
6.48,F2V         ,9.18,0.403
0.16,B0Iab/Ibn   ,9.12,0.113
1.95,            ,10.11,0.782
3.1,M6III       ,8.76,1.252
6.41,F3V         ,6.99,0.375
12,A6V         ,7.41,0.188
8.95,F3/F5V      ,8.36,0.449
1.47,K1/K2III+.. ,8.56,1.4
5.39,K2III       ,8.83,1.219
10.65,A8IV        ,7.33,0.324
8.9,A9/F0IV     ,7.82,0.309
6.56,F2V         ,8.42,0.412
32.74,K2/K3IV/V   ,8.92,0.985
15.66,G3/G5V      ,9.55,0.731
30.9,G8III       ,7.89,0.747
2.19,K0II/III    ,9.09,1.073
7.6,F5V         ,8.17,0.45
1.86,Npvar       ,7.52,1.995
9.78,G3/G5V      ,9.55,0.64
11.38,G5V         ,9.65,0.742
1.45,G6II/III    ,8.82,0.984
5.03,G8III       ,7.84,0.986
9.45,B9V         ,9.15,0.434
8.44,G3V         ,9.3,0.654
0.51,A8.5        ,11.06,0.337
24.54,G4IV        ,6.81,0.603
7.91,F2/F3IV/V   ,8.06,0.406
6.69,            ,10.62,0.717
6.41,G0V         ,9.87,0.513
4,F3V         ,8.29,0.432
36.11,G6V         ,7.5,0.705
10.51,B5V         ,4.05,-0.152
4.23,A2mA3-F0    ,7.38,0.164
6.35,A9Vn        ,6.48,0.17
10.96,G0V         ,9.06,0.619
28.18,G5III SB    ,2.69,0.901
1.99,G5...       ,9.29,0.732
0.55,K0III       ,8.86,1.091
14.3,G1          ,9.7,0.85
6.91,G8III/IV    ,7.85,0.881
20.55,K0/K1Vp     ,8.91,0.91
45.72,F3IV        ,4.76,0.415
9.36,F3/F5V      ,8.3,0.436
1.63,K1III:      ,9.09,1.145
1.92,K5III       ,7.28,1.56
11.05,G2V...      ,8.97,0.84
9.23,F7/F8V      ,8.54,0.516
5.24,B6:Vn...    ,7.28,0.027
3.54,K4III       ,6.1,1.506
0.35,G0          ,10.43,0.656
3.23,F0          ,10.6,0.329
9.21,K1III       ,8.19,1.048
6.04,F7III       ,7.72,0.606
5.76,F8          ,10.51,0.4
3.19,G8III/IV    ,7.7,1.01
2.93,B5V         ,6.99,-0.1
18.49,G2V         ,7.03,0.604
5.4,F5IV        ,8.48,0.38
6.58,F2          ,10.09,0.425
5.22,G8III/IV    ,7.76,0.91
6.05,G0V         ,9.11,0.587
3.45,F5          ,10.47,0.508
9.56,F3V         ,9.02,0.451
13.65,G1V         ,8.22,0.579
1.59,A0Ib        ,7.42,0.443
17.31,F8V         ,7.97,0.588
6.34,B9V         ,6.11,-0.019
1.58,F8          ,10.37,0.49
4.43,A5V         ,8.32,0.228
5.1,K2III       ,8.29,1.231
4.52,F3II        ,8.64,0.375
9.56,A3V         ,6.86,0.139
16.41,G5          ,9.67,0.74
10.04,G0V         ,9.02,-0.2
13.74,F6V         ,8.76,0.502
1.41,B3IV        ,6.27,-0.123
18.98,G8/K0V      ,9.79,0.93
13.46,F6V         ,7.15,0.492
10.56,G5/G6V      ,9.54,0.614
3.25,K0III       ,7.85,1.168
3.7,B9V         ,8.6,0.025
6.89,F8          ,10.5,0.568
2.57,G6/G8III:   ,9.67,1.039
6.02,F0IV        ,7.51,0.299
9.97,A6V         ,7.53,0.199
9.83,F3V         ,8.9,0.7
27.9,G5V         ,7.48,0.73
9.94,F2V         ,8.86,0.469
20.56,G3V         ,8.66,0.672
6.81,G0          ,9.89,0.645
16.79,F0V         ,6.68,0.349
3.58,B9V         ,8.24,0.003
1.75,M2III       ,7.7,1.636
3.25,K0          ,9.57,1.046
1.23,B8II        ,8.18,-0.056
30.35,A5V         ,4.34,0.173
1.64,K5/M0III    ,8.02,1.589
1.34,K7          ,10.67,1.227
4.47,G8/K0III/IV ,8.69,0.962
3.85,K0III       ,7.39,1.166
6.32,F5V         ,9.12,0.503
12.85,F5V         ,7.7,0.51
10.8,K0III       ,6.18,1.056
12.11,            ,10.9,0.947
3.4,K0III       ,9.08,1.072
4.32,G0          ,10.21,0.658
6.87,F0IV        ,7.36,0.353
2.61,M1/M2III:   ,9.02,1.835
7.01,F3V         ,7.36,0.468
5.16,F5V         ,9.78,0.435
2.94,F2III       ,8.62,0.431
8.51,G6V         ,9.43,0.66
4.61,M2/M3III    ,8.45,1.748
7.66,F7V         ,8.92,0.536
6.43,F5V         ,8.63,0.555
2.4,F5          ,10.57,0.391
2.13,F8          ,10.83,0.61
7.8,F3/F5V      ,8.59,0.445
-2.2,            ,13.51,        
29.73,G3V         ,7.33,0.626
5.36,A8:+...     ,8.05,0.366
-2.67,F2          ,10.41,0.532
6,F2V         ,9.06,0.396
4.56,K0III       ,7.84,1.082
3.36,G5          ,10.04,0.627
4.11,A2/A3V      ,8.38,0.135
2.85,K2III       ,7.63,1.308
10.07,A2IV/V      ,7.9,0.147
10.06,F7V         ,9.26,0.552
4.85,K0III       ,8.37,1.002
3.68,F5          ,10.9,0.56
-0.59,Ap...       ,9.63,0.147
3.24,Ap...       ,8.32,0.039
2.77,F3III/IV    ,8.65,0.43
2.47,K1III       ,8.53,1.144
3.91,A3IV        ,8.55,0.211
4.81,K2III       ,7.78,1.192
1.18,F5          ,10.36,0.521
8.82,F3V         ,8.35,0.465
3.33,A0V         ,8.35,0.188
13.37,G3/G5V      ,9.57,0.615
-1.02,F2          ,11.01,0.13
3.66,G6III       ,8.31,0.903
12,G2/G3V      ,9.46,0.664
22.2,K0          ,10.22,1.122
6.06,F5IV        ,8.87,0.479
10.98,F3V         ,8.45,0.401
9.21,A1m...      ,7.44,0.299
5.04,F3V         ,9.48,0.443
21.21,            ,11.48,        
0.98,B3V         ,7.56,-0.139
6.29,A1/A2V      ,7.58,0.087
14.37,G8V         ,9.99,0.87
6.82,K1IV:       ,9.07,1.338
8.35,G2/G3V      ,9.56,0.577
4.16,A0V         ,8.45,0.069
4.7,F5          ,10.19,0.404
2.89,B3III       ,7.02,-0.111
4.47,K2III       ,8.46,1.191
4.87,A0V         ,8.56,0.065
2.23,B9V         ,8.02,-0.041
2.34,G0          ,10.62,0.578
10.37,F6/F7V      ,8.9,0.581
15.89,K0          ,10.2,0.785
2.36,B5III       ,7.89,-0.1
-0.13,F0          ,10.95,0.363
3.91,G8/K0III    ,9.3,1.137
2.02,G8/K0IV     ,8.49,1.088
13.51,G8V         ,9.94,        
3.38,K5Ib        ,6.97,1.58
3.25,K1IIICNp... ,8.76,1.15
1.85,G8/K0III:   ,9.74,1.013
4.33,F3V         ,8.92,0.417
4.69,K2II        ,8.19,1.373
1.67,A0V         ,9.2,0.056
6.78,A8/A9IV     ,8.55,0.319
10.49,K0IV/V      ,8.28,0.94
11.4,F3/F5V      ,7.98,0.478
1.58,M3III       ,7.76,1.673
0.44,B4II/III    ,8.32,-0.015
3.38,B9V         ,8.14,-0.002
1.63,F8          ,10.2,0.53
0.97,K2/K3III    ,8.49,1.522
14.61,K5          ,10.59,0.983
2.45,K3III       ,7.06,1.557
16.56,G6/G8V      ,9.59,0.699
3.39,G6IV        ,8.65,0.933
9.31,G5V         ,9.66,0.733
4.6,K1III       ,8.47,1.136
3.81,K1III       ,8.53,1.166
0.96,G8/K0III    ,9.24,1.107
9.24,F0V         ,8.29,0.349
2.15,K0III       ,7.88,1.222
5.41,F3V         ,8.88,0.435
15.06,G0          ,8.85,0.657
2.43,K3III       ,8.29,1.596
2.61,K1/K2III    ,8.15,1.201
2.23,K2/K3II:pe  ,7.48,1.472
14.17,G3/G5V      ,8.68,0.655
3.25,B8III       ,6.92,-0.032
2.8,B1Vp + B2   ,4.47,-0.18
2.18,K2III       ,8.35,1.395
4.47,A4V         ,6.95,0.163
3.24,K0III       ,7.91,1.159
2,B3IV        ,6.46,-0.14
9.92,F2/F3V      ,9.82,0.495
1.81,B8V         ,8.21,-0.062
-0.11,K1IIICN...  ,7.94,1.516
-1.44,G5          ,9.49,1.056
33.63,K5          ,10.16,1.223
3.13,A2/A3IV/V   ,6.95,0.13
14.97,G8III       ,4.65,0.902
4.86,F8/G0V      ,9.4,0.555
4.29,K0III       ,7.68,1.09
13.01,F5/F6V      ,8.39,0.509
18.98,K2          ,10.18,1.074
4.91,Ap...       ,7.79,-0.103
9.75,A7/A8V      ,7.95,0.264
10.27,F0III/IV    ,7.2,0.347
10.38,B+...       ,9.5,-0.004
3.47,K0III       ,8.32,1.057
2.21,K0IIIp...   ,8.46,1.044
13.25,G0          ,9.8,0.628
2.81,K3III       ,6.95,1.622
1.04,K2IV        ,8.59,1.308
4.39,F0IVm...    ,9.38,0.359
2.5,B6V         ,8.66,-0.034
13.42,G3V         ,8.23,0.673
3.44,K0/K1III    ,8.98,1.083
1.56,B8V         ,10.05,0.08
1.96,B8/B9V      ,8.23,-0.063
5.45,K0          ,9.47,1.087
15.11,G8V         ,9.66,0.684
10.01,A0V         ,7.99,0.148
4.25,K0III       ,8.99,1.134
6.02,F5/F6V      ,9.71,0.506
5.38,G8/K0III    ,8.62,0.942
7.85,G5V         ,10,0.703
45.79,M:          ,10.39,1.416
2.48,G8III       ,8.83,0.981
2.83,K4III       ,7.76,1.484
8.56,G0          ,10.06,0.55
5.59,G5IV        ,9.11,0.743
4.42,B9V         ,8.06,-0.038
7.27,F8V         ,9.29,0.56
4.33,F2V         ,8.06,0.404
3.34,B9V         ,8.3,-0.02
2.55,G8IV        ,9.22,0.993
9.55,G2/G3V      ,9.28,0.583
26.43,G5V         ,8.16,0.707
2.46,B8V         ,8.06,-0.056
0.28,K1Ib/II     ,7.85,1.404
11.7,F0          ,10.53,0.368
1.29,K1III       ,7.96,1.218
14.6,G6V         ,8.65,0.699
-1.37,F5          ,10.36,0.485
1.68,K0III       ,8.63,1.067
3.28,K3III       ,8.64,1.533
2.92,Ap...       ,8.86,0.31
8.33,F6/F7V      ,8.66,0.525
2.83,A1V         ,8.2,0.173
2.37,K2/K3III    ,8.04,1.283
2.22,B6V         ,7.93,-0.085
7.41,G0          ,10.28,0.654
9.34,G0          ,9.91,0.736
1.28,B9IV/V      ,8.97,0.053
30.14,K0          ,7.66,0.777
5.13,K0III       ,7.88,1.037
21.28,F7V         ,6.56,0.513
6.39,F0V         ,8.51,0.331
6.3,G5          ,10.06,0.597
10.98,F2V         ,8.31,0.396
1.95,K1Ib:       ,7.22,1.705
4.36,G8III       ,7.63,0.958
38.19,F2V         ,5.37,0.421
11.15,F7V         ,8.8,0.54
6.46,F5IV        ,8.6,0.504
3.08,K2III       ,7.69,1.381
22.04,K0/1V: + F  ,7.33,0.3
5.56,B9IV/V      ,7.38,-0.055
10.56,G5/G6V      ,10.14,0.638
2.98,K2/K3III    ,8.3,1.285
3.05,A0III/IV    ,6.31,0.003
6.58,F8Vw        ,9.1,0.554
8.5,F5V         ,8.56,0.524
10.28,F3/F5V      ,9.3,0.538
2.1,B9III       ,7.39,-0.05
5.25,F5V         ,9.55,0.397
15.72,K1III/IV    ,5.5,1.041
4.96,G5III       ,6.56,0.882
5.29,G0          ,10.17,0.686
-6.17,            ,11.12,1.47
22.79,G0/G1V      ,6.79,0.639
10.41,F2/F3V      ,8.55,0.411
23.21,K0V         ,8.4,0.78
1.94,A1V         ,8.69,0.06
4.29,K2/K3III    ,8.23,1.346
2.19,G8/K0III/IV ,8.52,0.975
2.95,G8III       ,8.1,1.018
5.98,K1III       ,8.44,1.09
5.04,F7V         ,8.78,0.566
0.08,A6V         ,9.46,0.2
2.72,B9V         ,8.68,-0.016
0.77,F2IV        ,9.23,0.385
10.5,F2/F3V      ,8.37,0.401
6.21,F5V         ,8.83,0.443
3.36,K2/K3VCN... ,8.8,        
18.67,F3/F5V      ,7.23,0.448
3.13,K0/K1III+.. ,7.99,0.789
7.34,F7/F8V      ,9,0.553
4.79,Ap...       ,8.96,0.127
1.71,B9IV/V      ,9.17,-0.002
6.11,A7V         ,8.91,0.391
2.85,G8III       ,9.14,1.041
1.18,B8/B9II/III ,8.27,-0.009
10.54,F5V         ,8.76,0.485
11.01,F8V         ,8.47,0.549
3.2,K1III       ,6.81,1.18
2.32,            ,9.85,0.443
20.02,A2III       ,5.37,0.175
3.58,F5          ,10.35,0.63
3.22,F2V         ,10.14,0.42
5.99,K3III       ,6.84,1.3
4.07,K5III       ,6.61,1.52
5.6,G0          ,10.14,0.583
9.35,G8III       ,5.77,0.92
11.25,G5V         ,9.51,0.663
3.87,F6V         ,10.03,0.563
3.03,K0III       ,8.29,1.117
3.18,F8V         ,9.43,0.523
8.47,G8IV        ,8.38,0.891
5.1,F2V         ,8.79,0.345
7.57,F2V         ,8.84,0.399
6.94,F3V         ,9.05,0.453
39,G1IV...     ,5.7,0.519
9.68,F0V         ,8.42,0.358
1.26,M0III       ,8.37,1.709
22.15,K0III-IV    ,3.93,0.972
9.98,G0          ,10.61,0.72
25.6,G8/K0III    ,4.1,0.995
6.26,K1III       ,6.26,1.174
4.71,K0III       ,8.66,0.947
3.06,K3III       ,7.63,1.506
13.28,G6V         ,9.87,0.78
1.97,K1III       ,9.02,1.185
3.88,A4V         ,9.06,0.243
-0.28,            ,11.49,0.97
4.21,A0V         ,7.64,0.06
28.72,K7          ,10.93,1.287
2.49,B9Vp...     ,7.84,-0.076
9.56,A9/F0IV     ,7.66,0.287
3.77,F3/F5w...   ,8.86,0.334
5.83,K0III       ,8.96,1.012
3.56,M0/M1III    ,6.99,1.636
6.88,F0V         ,9.69,0.56
2.23,G8/K0III:   ,9.14,1.36
17.91,F3IV        ,6.37,0.44
7.91,K0III/IV    ,8.71,0.949
0.49,A1IV        ,9.8,0.098
6.13,G8III/IV    ,7.59,0.837
0.55,B2/B3IV     ,6.97,-0.092
3.8,B8V         ,7.77,-0.06
3.72,K0III       ,8.4,0.988
1.08,B7V         ,8.39,0.069
4.14,A1V         ,8.36,0.095
8.32,            ,9.94,0.219
4.75,G5/G6V      ,9.26,0.743
3.71,K0/K1III:   ,9.31,1.047
4.68,G8III       ,6.89,1.111
11.32,G3V         ,9.99,0.543
3.79,G8III/IV    ,8.75,0.986
-3.81,            ,11.36,1.15
6.54,G8IV        ,8.82,0.932
-1.03,G5          ,10.62,1.46
3.87,G0          ,10.62,0.586
3.44,B2III       ,7.32,-0.133
3.1,G8/K0III/IV ,9.32,1.065
1.45,K3/K4III    ,8.79,1.564
10.52,G3V         ,9.78,0.597
4.11,F6V         ,8.89,0.563
3.32,B8V         ,8.78,-0.038
30.2,G5V         ,7.59,0.637
6.01,G8/K0III    ,7,1.057
2.74,B6V         ,7.44,-0.111
4.07,B8V         ,8.93,0.002
2.82,A1IV        ,8.22,0.128
1.95,G8III       ,8.85,1.095
4.09,B8V         ,6.66,-0.08
10.49,G3/G5V      ,8.84,0.686
8.37,F5V         ,9.01,0.474
6.52,G8/K0III    ,7.23,0.955
202.53,M1V         ,8.66,1.521
2.73,G3II/III    ,6.96,0.788
2.92,M0III       ,7.55,1.607
3.4,B4IV        ,5.12,-0.114
4.62,B9V         ,9.03,-0.013
4.07,K1IIICN...  ,8.4,1.182
1.09,A7V         ,10.9,0.196
3.12,F2/F3V      ,9.45,0.333
4.34,K1II/IIICN  ,7.71,1.152
2.7,A0V         ,8.6,0.07
14.23,            ,9.52,0.652
1.73,K2/K3III    ,7.6,1.183
4.09,F5          ,9.89,0.495
2.47,K0III       ,9.09,0.999
5.36,F7V         ,9.14,0.508
6.74,F0V         ,8.52,0.402
3.24,G8/K0III    ,7.98,0.986
-0.08,K1III:      ,9.24,1.306
2.02,G8/K0III    ,8.58,1.089
3.24,A2m...      ,8.2,0.258
11.1,G8III       ,6.65,0.836
7.35,F8IV/V      ,9.32,0.58
9.22,F5V         ,9.09,0.509
2.12,B4IV        ,7.78,-0.015
2.1,B8/B9V      ,9.05,-0.037
6.33,F5/F6V      ,9.2,0.515
4.16,G6IV        ,7.19,0.914
-6.16,B           ,9.27,0.455
8.65,A2V         ,6.01,0.042
6.76,G5V         ,9.68,0.739
6.89,F5V         ,8.88,0.469
3.29,G1V         ,9.62,0.585
4,G8III       ,7.26,1.029
9.21,F3V         ,8.62,0.445
25.88,F9V         ,6.63,0.636
2.13,F7IV/V      ,9.46,0.5
2.13,G8III/IV    ,8.78,0.94
14.06,F8/G0III:wp ,8.55,0.532
2.89,G8/K0III:   ,8.63,0.934
12.03,F3/F5IV     ,7.7,0.415
2.98,F2          ,10.64,0.49
5.68,F3V         ,8.35,0.435
1.51,F0V         ,10.36,0.436
1.19,K4III       ,8.01,1.555
11.32,F7V         ,9.84,0.571
4.19,F8          ,10.4,0.527
5.16,F0p (CrEu)  ,8.15,0.331
2.64,K2/K3III    ,6.84,1.271
25.01,A1IV        ,2.2,-0.023
9.91,G0V         ,8.88,0.589
7.06,F3V         ,9.03,0.421
12.58,K0IV        ,5.84,1.061
10.15,F5/F6IV/V   ,7.65,0.488
5.7,B9V         ,7.36,-0.022
3.36,K0III       ,9.06,1.064
13.47,G3V         ,9.29,0.623
3.12,K0III       ,8.2,1.07
12.43,F7V         ,7.92,0.483
-4.39,F5          ,10.3,0.571
6.21,A1V         ,7.22,0.022
6.88,A3m...      ,7.3,0.206
6.47,F2V         ,9.66,0.441
16.07,G8IV/V      ,9.28,0.755
10.77,K3/K4III    ,4.33,1.344
3.72,K2III       ,7.55,1.344
2.6,K1/K2III:   ,8.62,1.202
3.38,F3/F5V      ,9.38,0.511
8.39,A0V         ,6.7,-0.015
2.45,G6/G8III    ,7.15,0.938
2.61,K5          ,8.99,1.628
9.36,F6V         ,8.4,0.523
7.83,G3V         ,9.19,0.641
11.27,            ,10.86,0.942
18.13,G3V         ,8.76,0.602
1.78,K4/K5III    ,6.83,1.693
5.87,K0III       ,7.61,1.104
5.43,K2II/III    ,6.75,1.29
10.43,K2III       ,5.12,1.251
3.15,F0V         ,9.33,0.334
0.47,G5V         ,9.11,0.95
2.3,G5V         ,9.28,0.854
6.77,F8V         ,10.14,0.727
23.68,G1V         ,6.81,0.574
5.64,F3V         ,8.99,0.434
2.03,B1.5V       ,5.9,-0.186
-0.88,            ,8.91,1.6
2.4,A0V         ,8.37,-0.008
0.99,G8III/IV    ,9.16,1.076
-0.88,B7V         ,8.59,0.251
4.07,A1V         ,7.05,0.038
3.73,K0III       ,9.17,1.003
3.47,G8/K0III+.. ,8.86,0.895
0.89,G5          ,10.53,0.41
2.71,A0V         ,7.84,0.057
3.8,G8II        ,8.21,0.968
3.47,A1IV        ,7.88,0.051
2.28,B9IV        ,8.49,-0.024
37.5,G5IV-V      ,6.25,0.674
16.82,A2IV        ,5.86,0.068
5.55,G2/G3V      ,9.6,0.608
4.79,B9V         ,7.36,-0.063
1.38,G6IV        ,9.26,0.895
6.5,F3/F5V      ,8.38,0.43
11.5,G5IV        ,9.33,0.727
2.2,B8/B9IV/V   ,8.59,-0.046
6.2,F5IV        ,7.18,0.483
2.73,A2IV        ,10.15,0.16
5.54,F8          ,10.35,0.518
6.08,F6V         ,9.68,0.534
6.8,F6V         ,8.77,0.531
2.71,K0III       ,8.55,1.05
0.81,A6IV/V      ,7.57,0.281
-1.59,F           ,10.59,0.091
4.5,K2/K3III    ,6.93,1.48
1.91,B3V         ,6.48,-0.137
5.03,A5IV        ,8.06,0.19
10.87,F8V         ,8.89,0.563
7.6,K0VCN...    ,8.97,1.052
2.8,F0V         ,9.53,0.378
6.37,A5IIIs      ,6.64,0.347
15.71,G2V         ,8.17,0.617
7.51,F5V         ,9.23,0.452
3.93,M1/M2III    ,5.94,1.786
3.09,G6V         ,9.18,0.98
2.16,A0p         ,6.13,-0.085
25.4,K7          ,10.18,1.173
6.39,F5          ,10.67,0.529
2.37,B8V         ,8.37,0.007
5.23,K0III       ,7.72,1.037
1.37,G6III       ,8.78,0.953
10.43,G8IV        ,7.68,0.889
40.79,G5V         ,6.34,0.708
2.72,B2V         ,7.58,-0.123
14.98,G6V         ,9.51,0.706
3.76,K1II/III    ,7.34,1.065
20.65,K2III       ,9.54,0.847
7,F6V         ,8.5,0.49
17.79,G:          ,10.73,1.12
6.38,A5IV        ,8.25,0.239
12.56,G3V         ,9.16,0.652
10.56,G8III/IV    ,6.58,0.891
1.96,M3III       ,8.26,1.681
8.2,G6V         ,9.81,0.689
1.93,F5          ,10.09,0.46
-0.09,G5          ,9.98,0.949
3.44,G8III       ,7.87,0.958
12.83,G5V         ,9.16,0.712
2.71,B5III       ,7.76,-0.107
1.91,B9III/IV    ,9.44,-0.013
5.48,G8II/III    ,8.6,0.964
10.65,G5V         ,9.39,0.685
-1.02,G3/G5V      ,9.25,1.021
3.66,K0III       ,8.71,1.114
2.25,A2m...      ,9.68,0.388
7.97,F8V         ,9.23,1
6.23,A9IV        ,7.62,0.293
3.1,B9V         ,8.68,0.024
2.4,G8III       ,9.11,0.981
3.59,K1III       ,8.53,0.995
4,K4/K5III    ,8.03,1.591
7.49,F5V         ,9.17,1
4.89,F3/F5V      ,9.57,0.485
6.56,B9V         ,5.69,-0.037
6.24,K2III       ,8.05,1.157
0.81,K2III       ,8.85,1.225
9.71,G2V         ,8.32,0.592
2.09,B8V         ,8.59,-0.069
9.41,F6/F7V      ,7.21,0.555
12.19,G3/G5III/IV ,9.16,0.757
3.78,K2IIICN...  ,8.49,1.267
2.62,F5          ,9.89,0.659
23.61,G5V         ,8.17,0.726
2.71,F0III/IV    ,8.46,0.423
1.21,K2/K3III    ,7.67,1.295
4.42,            ,10.6,0.29
4.83,K2III       ,7.58,1.332
1.58,M0III       ,8.56,1.51
17.31,K0III       ,4.66,1.075
1.58,B3III       ,7.98,0.019
8.59,A3Vs        ,7.38,0.186
11.37,F3V         ,8.24,0.456
5.97,G8III       ,5.71,0.911
1.23,A0/A1V      ,9.02,0.031
4.48,K5III:      ,8.81,1.683
6.42,G8III       ,6.85,0.937
17.39,K7          ,10.78,1.34
5.24,F5V         ,9.01,0.493
18.97,A0V         ,4.76,0.018
1.18,K3/K4III    ,8.65,1.486
1.36,K1III       ,8.9,1.134
3.01,K1/K2III    ,8.12,1.288
11.97,F7/F8V      ,8.48,0.606
1.48,A1/A2IV/V   ,7.73,0.125
6.28,F6V         ,8.33,0.491
3.49,K1III       ,8.81,1.08
14.44,F8/G0V      ,8.25,0.511
4.11,B1III       ,8.26,0.778
5.01,F0/F2IV     ,8.04,0.349
17.64,F8V         ,6.76,0.54
5.58,G8III       ,6.82,0.962
4.11,F5          ,10.44,0.61
4.92,F3IV/V      ,9.29,0.473
1.83,F0          ,10.69,0.397
4.19,F8/G0V      ,9.73,0.653
7.05,G0          ,10.12,0.59
1.66,B9IV        ,7.75,0.12
4.45,K3III       ,7.52,1.513
6.87,B9V         ,7.31,0.051
2.61,B9V         ,8.34,-0.039
3.81,G8III       ,8.67,1.103
8.79,A0V         ,6.7,0.032
10,G5V         ,9.49,0.714
1.48,K2/K3III    ,8.69,1.355
2.28,K4/K5III:   ,8.19,1.569
12.75,G5IV        ,6.61,0.917
2.02,G8III+...   ,8.99,0.871
6.19,A2V         ,7.29,0.092
5.85,G8III       ,9.24,1
2.94,K2III       ,8.33,1.205
2.85,K5/M0IV     ,8.51,1.557
4.21,G8III/IV    ,9.04,0.958
1.83,A0V         ,8.62,0.006
3.7,K1III       ,9.22,1.162
1.68,K2III       ,8.14,1.23
10.09,F6/F7V      ,7.99,0.5
4.75,G6III       ,9.34,0.969
3.7,F7V         ,9.82,0.692
2.95,B8/B9V      ,8.38,-0.073
3.09,K0III       ,8.25,0.968
5.16,A3IV/V      ,6.56,0.149
2.18,O7V         ,6.87,0.13
12.48,F6V         ,7.92,0.472
-1.86,O5          ,5.57,0.169
2.8,M2/M3III    ,7.05,1.615
4.97,F2V         ,9.6,0.483
-0.39,G5          ,9.66,0.827
1.88,B0III       ,7.07,0.033
